"","Default","checkingstatus1","duration","history","purpose","amount","savings","employ","installment","status","others","residence","property","age","otherplans","housing","cards","job","liable","tele","foreign","rent"
"915",1,"A11",24,"good","biz",3161,"A61","A73",4,"A93","A101",2,"A122",31,"A143","A151",1,"A173",1,"A192","foreign","TRUE"
"916",1,"A12",48,"good","biz",18424,"A61","A73",1,"A92","A101",2,"A122",32,"A141","A152",1,"A174",1,"A192","german","FALSE"
"917",0,"A14",10,"poor","usedcar",2848,"A62","A73",1,"A93","A102",2,"A121",32,"A143","A152",1,"A173",2,"A191","foreign","FALSE"
"918",1,"A11",6,"poor","newcar",14896,"A61","A75",1,"A93","A101",4,"A124",68,"A141","A152",1,"A174",1,"A192","foreign","FALSE"
"919",1,"A11",24,"poor","goods/repair",2359,"A62","A71",1,"A91","A101",1,"A122",33,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"920",1,"A11",24,"poor","goods/repair",3345,"A61","A75",4,"A93","A101",2,"A122",39,"A143","A151",1,"A174",1,"A192","foreign","TRUE"
"921",0,"A14",18,"terrible","goods/repair",1817,"A61","A73",4,"A92","A101",2,"A124",28,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"922",0,"A14",48,"poor","goods/repair",12749,"A63","A74",4,"A93","A101",1,"A123",37,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"923",1,"A11",9,"poor","goods/repair",1366,"A61","A72",3,"A92","A101",4,"A122",22,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"924",0,"A12",12,"poor","newcar",2002,"A61","A74",3,"A93","A101",4,"A122",30,"A143","A151",1,"A173",2,"A192","foreign","TRUE"
"925",1,"A11",24,"good","goods/repair",6872,"A61","A72",2,"A91","A101",1,"A122",55,"A141","A152",1,"A173",1,"A192","foreign","FALSE"
"926",1,"A11",12,"good","newcar",697,"A61","A72",4,"A93","A101",2,"A123",46,"A141","A152",2,"A173",1,"A192","foreign","FALSE"
"927",0,"A11",18,"terrible","goods/repair",1049,"A61","A72",4,"A92","A101",4,"A122",21,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"928",1,"A11",48,"poor","usedcar",10297,"A61","A74",4,"A93","A101",4,"A124",39,"A142","A153",3,"A173",2,"A192","foreign","FALSE"
"929",0,"A14",30,"poor","goods/repair",1867,"A65","A75",4,"A93","A101",4,"A123",58,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"930",0,"A11",12,"poor","newcar",1344,"A61","A73",4,"A93","A101",2,"A121",43,"A143","A152",2,"A172",2,"A191","foreign","FALSE"
"931",0,"A11",24,"poor","goods/repair",1747,"A61","A72",4,"A93","A102",1,"A122",24,"A143","A152",1,"A172",1,"A191","german","FALSE"
"932",1,"A12",9,"poor","goods/repair",1670,"A61","A72",4,"A92","A101",2,"A123",22,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"933",0,"A14",9,"terrible","newcar",1224,"A61","A73",3,"A93","A101",1,"A121",30,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"934",0,"A14",12,"terrible","goods/repair",522,"A63","A75",4,"A93","A101",4,"A122",42,"A143","A152",2,"A173",2,"A192","foreign","FALSE"
"935",0,"A11",12,"poor","goods/repair",1498,"A61","A73",4,"A92","A101",1,"A123",23,"A141","A152",1,"A173",1,"A191","foreign","FALSE"
"936",1,"A12",30,"poor","goods/repair",1919,"A62","A72",4,"A93","A101",3,"A124",30,"A142","A152",2,"A174",1,"A191","foreign","FALSE"
"937",1,"A13",9,"poor","goods/repair",745,"A61","A73",3,"A92","A101",2,"A121",28,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"938",0,"A12",6,"poor","goods/repair",2063,"A61","A72",4,"A94","A101",3,"A123",30,"A143","A151",1,"A174",1,"A192","foreign","TRUE"
"939",1,"A12",60,"poor","edu",6288,"A61","A73",4,"A93","A101",4,"A124",42,"A143","A153",1,"A173",1,"A191","foreign","FALSE"
"940",0,"A14",24,"terrible","usedcar",6842,"A65","A73",2,"A93","A101",4,"A122",46,"A143","A152",2,"A174",2,"A192","foreign","FALSE"
"941",0,"A14",12,"poor","newcar",3527,"A65","A72",2,"A93","A101",3,"A122",45,"A143","A152",1,"A174",2,"A192","foreign","FALSE"
"942",0,"A14",10,"poor","newcar",1546,"A61","A73",3,"A93","A101",2,"A121",31,"A143","A152",1,"A172",2,"A191","german","FALSE"
"943",0,"A14",24,"poor","goods/repair",929,"A65","A74",4,"A93","A101",2,"A123",31,"A142","A152",1,"A173",1,"A192","foreign","FALSE"
"944",0,"A14",4,"terrible","newcar",1455,"A61","A74",2,"A93","A101",1,"A121",42,"A143","A152",3,"A172",2,"A191","foreign","FALSE"
"945",0,"A11",15,"poor","goods/repair",1845,"A61","A72",4,"A92","A103",1,"A122",46,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"946",0,"A12",48,"good","newcar",8358,"A63","A72",1,"A92","A101",1,"A123",30,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"947",1,"A11",24,"good","goods/repair",3349,"A63","A72",4,"A93","A101",4,"A124",30,"A143","A153",1,"A173",2,"A192","foreign","FALSE"
"948",0,"A14",12,"poor","newcar",2859,"A65","A71",4,"A93","A101",4,"A124",38,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"949",1,"A14",18,"poor","goods/repair",1533,"A61","A72",4,"A94","A102",1,"A122",43,"A143","A152",1,"A172",2,"A191","foreign","FALSE"
"950",1,"A14",24,"poor","goods/repair",3621,"A62","A75",2,"A93","A101",4,"A123",31,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"951",0,"A12",18,"terrible","biz",3590,"A61","A71",3,"A94","A101",3,"A123",40,"A143","A152",3,"A171",2,"A192","foreign","FALSE"
"952",1,"A11",36,"poor","biz",2145,"A61","A74",2,"A93","A101",1,"A123",24,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"953",1,"A12",24,"poor","usedcar",4113,"A63","A72",3,"A92","A101",4,"A123",28,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"954",1,"A14",36,"poor","goods/repair",10974,"A61","A71",4,"A92","A101",2,"A123",26,"A143","A152",2,"A174",1,"A192","foreign","FALSE"
"955",0,"A11",12,"poor","newcar",1893,"A61","A73",4,"A92","A103",4,"A122",29,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"956",0,"A11",24,"terrible","goods/repair",1231,"A64","A75",4,"A92","A101",4,"A122",57,"A143","A151",2,"A174",1,"A192","foreign","TRUE"
"957",0,"A13",30,"terrible","goods/repair",3656,"A65","A75",4,"A93","A101",4,"A122",49,"A142","A152",2,"A172",1,"A191","foreign","FALSE"
"958",0,"A12",9,"terrible","goods/repair",1154,"A61","A75",2,"A93","A101",4,"A121",37,"A143","A152",3,"A172",1,"A191","foreign","FALSE"
"959",1,"A11",28,"poor","newcar",4006,"A61","A73",3,"A93","A101",2,"A123",45,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"960",0,"A12",24,"poor","goods/repair",3069,"A62","A75",4,"A93","A101",4,"A124",30,"A143","A153",1,"A173",1,"A191","foreign","FALSE"
"961",0,"A14",6,"terrible","goods/repair",1740,"A61","A75",2,"A94","A101",2,"A121",30,"A143","A151",2,"A173",1,"A191","foreign","TRUE"
"962",0,"A12",21,"poor","newcar",2353,"A61","A73",1,"A91","A101",4,"A122",47,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"963",0,"A14",15,"poor","newcar",3556,"A65","A73",3,"A93","A101",2,"A124",29,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"964",1,"A14",24,"poor","goods/repair",2397,"A63","A75",3,"A93","A101",2,"A123",35,"A141","A152",2,"A173",1,"A192","foreign","FALSE"
"965",0,"A12",6,"poor","goods/repair",454,"A61","A72",3,"A94","A101",1,"A122",22,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"966",0,"A12",30,"poor","goods/repair",1715,"A65","A73",4,"A92","A101",1,"A123",26,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"967",1,"A12",27,"terrible","goods/repair",2520,"A63","A73",4,"A93","A101",2,"A122",23,"A143","A152",2,"A172",1,"A191","foreign","FALSE"
"968",0,"A14",15,"poor","goods/repair",3568,"A61","A75",4,"A92","A101",2,"A123",54,"A141","A151",1,"A174",1,"A192","foreign","TRUE"
"969",0,"A14",42,"poor","goods/repair",7166,"A65","A74",2,"A94","A101",4,"A122",29,"A143","A151",1,"A173",1,"A192","foreign","TRUE"
"970",0,"A11",11,"terrible","newcar",3939,"A61","A73",1,"A93","A101",2,"A121",40,"A143","A152",2,"A172",2,"A191","foreign","FALSE"
"971",0,"A12",15,"poor","goods/repair",1514,"A62","A73",4,"A93","A103",2,"A121",22,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"972",0,"A14",24,"poor","newcar",7393,"A61","A73",1,"A93","A101",4,"A122",43,"A143","A152",1,"A172",2,"A191","foreign","FALSE"
"973",1,"A11",24,"good","newcar",1193,"A61","A71",1,"A92","A102",4,"A124",29,"A143","A151",2,"A171",1,"A191","foreign","TRUE"
"974",1,"A11",60,"poor","biz",7297,"A61","A75",4,"A93","A102",4,"A124",36,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"975",0,"A14",30,"terrible","goods/repair",2831,"A61","A73",4,"A92","A101",2,"A123",33,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"976",0,"A13",24,"poor","goods/repair",1258,"A63","A73",3,"A92","A101",3,"A123",57,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"977",0,"A12",6,"poor","goods/repair",753,"A61","A73",2,"A92","A103",3,"A121",64,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"978",0,"A12",18,"poor","biz",2427,"A65","A75",4,"A93","A101",2,"A122",42,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"979",1,"A14",24,"poor","newcar",2538,"A61","A75",4,"A93","A101",4,"A123",47,"A143","A152",2,"A172",2,"A191","foreign","FALSE"
"980",1,"A12",15,"good","newcar",1264,"A62","A73",2,"A94","A101",2,"A122",25,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"981",1,"A12",30,"terrible","goods/repair",8386,"A61","A74",2,"A93","A101",2,"A122",49,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"982",1,"A14",48,"poor","biz",4844,"A61","A71",3,"A93","A101",2,"A123",33,"A141","A151",1,"A174",1,"A192","foreign","TRUE"
"983",0,"A13",21,"poor","newcar",2923,"A62","A73",1,"A92","A101",1,"A123",28,"A141","A152",1,"A174",1,"A192","foreign","FALSE"
"984",1,"A11",36,"poor","usedcar",8229,"A61","A73",2,"A93","A101",2,"A122",26,"A143","A152",1,"A173",2,"A191","foreign","FALSE"
"985",0,"A14",24,"terrible","goods/repair",2028,"A61","A74",2,"A93","A101",2,"A122",30,"A143","A152",2,"A172",1,"A191","foreign","FALSE"
"986",0,"A11",15,"terrible","goods/repair",1433,"A61","A73",4,"A92","A101",3,"A122",25,"A143","A151",2,"A173",1,"A191","foreign","TRUE"
"987",0,"A13",42,"good","biz",6289,"A61","A72",2,"A91","A101",1,"A122",33,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"988",0,"A14",13,"poor","goods/repair",1409,"A62","A71",2,"A92","A101",4,"A121",64,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"989",0,"A11",24,"poor","usedcar",6579,"A61","A71",4,"A93","A101",2,"A124",29,"A143","A153",1,"A174",1,"A192","foreign","FALSE"
"990",0,"A12",24,"terrible","goods/repair",1743,"A61","A75",4,"A93","A101",2,"A122",48,"A143","A152",2,"A172",1,"A191","foreign","FALSE"
"991",0,"A14",12,"terrible","edu",3565,"A65","A72",2,"A93","A101",1,"A122",37,"A143","A152",2,"A172",2,"A191","foreign","FALSE"
"992",0,"A14",15,"good","goods/repair",1569,"A62","A75",4,"A93","A101",4,"A123",34,"A141","A152",1,"A172",2,"A191","foreign","FALSE"
"993",0,"A11",18,"poor","goods/repair",1936,"A65","A74",2,"A94","A101",4,"A123",23,"A143","A151",2,"A172",1,"A191","foreign","TRUE"
"994",0,"A11",36,"poor","goods/repair",3959,"A61","A71",4,"A93","A101",3,"A122",30,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"995",0,"A14",12,"poor","newcar",2390,"A65","A75",4,"A93","A101",3,"A123",50,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"996",0,"A14",12,"poor","goods/repair",1736,"A61","A74",3,"A92","A101",4,"A121",31,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"997",0,"A11",30,"poor","usedcar",3857,"A61","A73",4,"A91","A101",4,"A122",40,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"998",0,"A14",12,"poor","goods/repair",804,"A61","A75",4,"A93","A101",4,"A123",38,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"999",1,"A11",45,"poor","goods/repair",1845,"A61","A73",4,"A93","A101",4,"A124",23,"A143","A153",1,"A173",1,"A192","foreign","FALSE"
"1000",0,"A12",45,"terrible","usedcar",4576,"A62","A71",3,"A93","A101",4,"A123",27,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
