"","Food","Service","Value","Atmosphere","Overall"
"6202",4,3,3,3,3
"6213",3,3,2,4,3
"6214",3,3,2,4,3
"6215",2,3,3,2,3
"6216",3,3,4,4,3
"6226",3,3,3,2,3
"6227",3,4,4,3,3
"6229",3,4,3,3,3
"6231",4,5,3,3,3
"6232",4,3,3,4,3
"6235",3,4,3,3,3
"6240",3,4,4,3,3
"6243",4,3,3,3,3
"16",3,2,1,3,2
"55",3,1,2,5,2
"65",1,3,1,2,2
"68",2,2,1,2,2
"79",2,1,2,3,2
"101",2,4,2,4,2
"106",2,2,0,0,2
"122",1,5,1,4,2
"123",1,1,2,2,2
"124",4,2,3,2,2
"143",2,2,2,2,2
"145",2,2,2,4,2
"149",1,1,1,4,2
"158",2,3,3,3,2
"200",2,1,2,2,2
"201",4,1,4,1,2
"240",2,2,3,1,2
"277",2,1,2,3,2
"278",2,1,3,3,2
"306",2,1,2,2,2
"315",2,2,1,2,2
"329",2,2,4,2,2
"342",2,2,2,2,2
"355",2,4,2,3,2
"360",2,2,3,3,2
"385",3,2,1,2,2
"394",2,1,2,4,2
"413",4,2,3,2,2
"414",5,1,2,3,2
"427",3,1,2,2,2
"465",2,2,2,5,2
"487",2,3,1,2,2
"504",3,3,1,3,2
"520",2,5,3,4,2
"526",3,1,1,4,2
"530",2,4,2,2,2
"536",2,3,1,4,2
"539",2,2,2,2,2
"544",3,4,1,4,2
"563",2,3,2,5,2
"564",3,1,2,5,2
"567",3,2,2,3,2
"570",3,3,2,2,2
"572",2,2,2,3,2
"583",3,1,1,3,2
"591",4,1,2,1,2
"616",2,4,2,3,2
"624",5,4,3,4,2
"629",3,2,1,3,2
"634",2,2,2,1,2
"662",2,1,2,2,2
"663",2,3,3,2,2
"665",1,3,1,2,2
"681",2,1,1,4,2
"699",2,2,3,1,2
"701",5,1,4,2,2
"712",3,2,2,3,2
"729",3,2,2,2,2
"737",2,1,1,3,2
"740",3,2,2,2,2
"752",2,3,2,4,2
"762",3,1,1,2,2
"785",2,1,2,3,2
"786",3,1,4,5,2
"788",4,3,2,5,2
"789",5,5,4,4,2
"790",2,3,3,2,2
"835",2,4,2,1,2
"858",1,4,4,3,2
"859",5,1,4,4,2
"918",3,1,2,5,2
"972",3,4,2,2,2
"986",3,1,3,3,2
"1004",2,1,2,2,2
"1007",2,1,3,4,2
"1026",1,2,2,3,2
"1028",1,4,3,4,2
"1029",2,2,2,2,2
"1040",2,2,2,5,2
"1105",4,4,1,1,2
"1108",2,4,1,1,2
"1126",4,1,3,3,2
"1127",2,2,1,0,2
"1132",1,1,3,3,2
"1136",2,1,1,5,2
"1146",2,3,2,2,2
"1147",3,1,2,3,2
"1161",2,2,1,2,2
"1163",3,3,1,2,2
"1193",1,3,2,2,2
"1194",1,3,4,2,2
"1200",3,2,1,4,2
"1214",1,3,1,3,2
"1216",2,1,1,4,2
"1235",5,5,5,1,2
"1245",2,4,2,2,2
"1250",3,1,1,3,2
"1301",3,1,3,2,2
"1310",2,2,1,3,2
"1313",2,2,2,2,2
"1319",4,1,3,3,2
"1334",3,3,3,3,2
"1336",3,2,3,2,2
"1347",2,1,1,4,2
"1348",1,3,1,2,2
"1349",2,1,2,2,2
"1382",2,1,3,1,2
"1407",2,1,3,3,2
"1408",1,3,1,4,2
"1425",1,4,1,3,2
"1437",3,1,2,2,2
"1450",3,2,2,1,2
"1458",2,3,2,2,2
"1515",1,3,1,4,2
"1523",3,1,2,1,2
"1524",3,2,2,1,2
"1537",3,3,2,3,2
"1545",2,1,3,3,2
"1553",2,3,2,2,2
"1589",3,1,2,2,2
"1605",4,1,4,3,2
"1621",2,2,2,4,2
"1622",2,1,2,1,2
"1623",2,2,2,4,2
"1625",2,1,2,4,2
"1636",2,3,2,3,2
"1643",4,1,4,5,2
"1655",2,2,2,2,2
"1656",2,3,3,2,2
"1693",2,3,1,2,2
"1697",3,2,3,1,2
"1700",2,2,2,2,2
"1701",1,5,2,4,2
"1712",3,2,2,3,2
"1718",3,1,2,3,2
"1732",1,3,3,2,2
"1734",3,3,2,2,2
"1741",2,1,2,3,2
"1765",3,1,1,2,2
"1776",3,1,3,3,2
"1781",3,3,1,3,2
"1803",2,3,3,3,2
"1830",2,2,2,2,2
"1864",2,1,2,3,2
"1899",1,4,3,5,2
"1918",2,2,1,1,2
"1926",2,3,3,2,2
"1940",3,1,3,4,2
"1941",2,1,4,5,2
"1944",2,2,2,2,2
"1966",4,1,3,1,2
"1967",4,3,2,2,2
"1973",2,2,1,1,2
"1975",2,3,2,3,2
"1980",2,4,2,3,2
"1988",3,4,1,2,2
"1989",4,4,1,4,2
"1995",2,3,2,3,2
"2019",2,2,2,2,2
"2027",4,1,4,4,2
"2034",3,1,4,1,2
"2036",2,1,1,4,2
"2081",2,2,2,4,2
"2082",3,3,2,4,2
"2094",3,2,3,2,2
"2104",4,1,2,2,2
"2144",3,2,2,4,2
"2152",2,3,1,4,2
"2159",3,1,3,2,2
"2187",2,1,1,2,2
"2193",1,3,1,4,2
"2194",1,5,1,2,2
"2199",1,3,2,4,2
"2229",3,1,2,2,2
"2249",4,1,3,1,2
"2257",2,2,2,2,2
"2259",2,4,1,3,2
"2285",1,2,1,3,2
"2286",3,1,3,1,2
"2288",3,1,3,2,2
"2291",2,2,1,3,2
"2296",2,2,2,4,2
"2299",2,3,2,4,2
"2308",3,1,3,3,2
"2313",2,3,2,2,2
"2330",4,2,3,3,2
"2340",4,3,3,2,2
"2341",5,1,4,1,2
"2373",2,1,1,5,2
"2379",3,1,2,2,2
"2393",3,1,4,4,2
"2403",3,2,1,2,2
"2404",3,2,2,1,2
"2407",4,2,2,2,2
"2408",5,1,4,5,2
"2416",2,2,2,3,2
"2426",2,1,1,1,2
"2445",2,2,1,4,2
"2447",4,1,2,4,2
"2453",3,3,1,2,2
"2474",3,2,2,3,2
"2484",2,1,3,4,2
"2489",2,3,3,3,2
"2492",1,3,2,2,2
"2501",2,3,3,2,2
"2514",2,3,2,2,2
"2526",2,1,2,4,2
"2536",2,1,2,3,2
"2537",4,1,4,4,2
"2539",3,2,2,4,2
"2545",4,1,3,4,2
"2579",2,1,1,3,2
"2582",2,4,1,3,2
"2655",2,2,2,1,2
"2672",1,2,2,3,2
"2673",3,2,3,2,2
"2693",2,4,1,1,2
"2707",2,4,1,4,2
"2713",2,4,2,2,2
"2719",1,2,2,2,2
"2721",1,2,1,2,2
"2724",2,4,2,2,2
"2736",2,3,3,3,2
"2756",2,2,1,1,2
"2762",2,2,2,2,2
"2776",2,2,1,2,2
"2779",2,2,1,3,2
"2786",3,1,1,1,2
"2789",1,2,2,2,2
"2792",2,1,1,2,2
"2798",1,2,2,3,2
"2820",4,1,1,4,2
"2823",3,2,2,1,2
"2840",2,2,1,2,2
"2845",1,3,2,2,2
"2855",3,3,2,2,2
"2857",3,1,3,2,2
"2863",2,1,3,1,2
"2877",2,1,5,2,2
"2884",3,3,2,1,2
"2886",4,1,2,2,2
"2887",2,1,2,2,2
"2888",2,2,2,2,2
"2907",2,3,1,3,2
"2913",2,1,2,2,2
"2914",1,3,1,1,2
"2958",1,2,1,4,2
"2961",2,2,1,4,2
"2979",4,1,3,2,2
"3004",2,2,2,2,2
"3012",4,2,3,3,2
"3021",2,4,1,2,2
"3031",1,3,2,2,2
"3039",1,1,1,2,2
"3043",4,2,3,2,2
"3070",1,2,2,3,2
"3076",2,3,1,2,2
"3079",2,2,4,3,2
"3098",2,1,2,2,2
"3105",2,0,2,0,2
"3124",1,2,2,4,2
"3154",4,2,1,1,2
"3161",2,3,2,4,2
"3164",2,2,3,2,2
"3168",4,1,3,4,2
"3173",2,1,2,3,2
"3209",2,3,2,2,2
"3224",3,3,1,2,2
"3236",3,1,3,3,2
"3292",2,1,2,1,2
"3299",1,2,1,2,2
"3309",3,1,1,2,2
"3318",1,1,2,5,2
"3337",2,1,1,3,2
"3342",4,1,4,3,2
"3357",2,2,1,3,2
"3373",1,2,2,5,2
"3379",4,1,3,3,2
"3396",2,2,1,2,2
"3409",1,1,3,3,2
"3411",3,3,3,4,2
"3422",2,2,2,3,2
"3440",2,2,2,3,2
"3451",3,2,2,3,2
"3452",3,2,2,1,2
"3453",4,3,2,1,2
"3455",3,1,2,4,2
"3494",2,2,2,2,2
"3499",2,1,2,1,2
"3540",4,1,3,4,2
"3585",1,1,3,2,2
"3586",1,2,4,3,2
"3601",1,5,4,3,2
"3604",3,1,2,2,2
"3606",2,3,2,2,2
"3609",2,2,3,3,2
"3624",2,2,3,3,2
"3630",1,1,2,3,2
"3638",2,2,2,3,2
"3648",2,2,2,2,2
"3661",3,1,3,4,2
"3683",2,3,2,1,2
"3700",1,4,4,4,2
"3706",2,3,2,3,2
"3710",4,1,4,3,2
"3713",2,3,2,5,2
"3729",2,1,2,4,2
"3739",2,2,2,2,2
"3740",2,1,2,2,2
"3753",3,2,1,3,2
"3760",2,1,1,2,2
"3803",1,5,2,5,2
"3809",2,1,2,2,2
"3812",2,4,2,3,2
"3824",2,3,2,4,2
"3850",2,2,2,3,2
"3874",4,3,1,4,2
"3875",3,4,4,2,2
"3892",2,3,2,3,2
"3903",1,3,2,2,2
"3938",2,2,4,1,2
"3998",2,3,2,2,2
"4036",3,3,1,4,2
"4055",2,2,2,3,2
"4082",1,1,2,2,2
"4090",4,1,3,3,2
"4137",2,3,2,5,2
"4146",2,4,2,4,2
"4150",1,3,2,2,2
"4160",3,1,2,2,2
"4161",3,2,2,2,2
"4179",2,3,2,2,2
"4187",3,2,2,3,2
"4194",1,2,2,2,2
"4211",1,3,1,4,2
"4227",1,3,3,2,2
"4238",3,2,2,4,2
"4239",2,2,2,3,2
"4240",2,2,1,1,2
"4251",2,2,3,2,2
"4259",3,1,2,3,2
"4260",2,2,2,2,2
"4268",1,2,2,4,2
"4292",3,3,1,3,2
"4298",4,1,3,3,2
"4300",2,1,2,2,2
"4316",3,3,1,1,2
"4338",1,3,2,2,2
"4354",5,1,4,5,2
"4376",4,4,3,3,2
"4382",1,3,2,1,2
"4383",1,1,2,3,2
"4389",1,2,1,4,2
"4421",3,1,3,2,2
"4456",5,2,2,1,2
"4462",3,1,3,1,2
"4467",2,2,2,2,2
"4468",1,2,4,1,2
"4472",2,4,2,3,2
"4477",4,3,2,2,2
"4478",3,2,1,4,2
"4487",1,2,1,3,2
"4503",4,1,3,1,2
"4536",2,3,1,2,2
"4540",2,1,2,2,2
"4576",2,2,2,2,2
"4589",4,1,3,4,2
"4600",4,2,3,3,2
"4626",2,3,2,2,2
"4642",3,2,1,5,2
"4649",1,1,2,3,2
"4675",1,1,2,2,2
"4678",3,1,4,3,2
"4684",3,1,5,4,2
"4689",1,3,1,3,2
"4690",3,1,2,2,2
"4704",1,4,2,3,2
"4708",2,3,2,1,2
"4716",3,4,1,3,2
"4731",1,3,1,2,2
"4732",1,1,2,3,2
"4735",4,2,2,1,2
"4780",3,3,2,3,2
"4805",5,2,2,3,2
"4815",3,4,2,1,2
"4827",2,3,3,1,2
"4851",2,2,2,2,2
"4852",2,3,2,4,2
"4853",2,2,3,3,2
"4854",2,1,2,4,2
"4874",3,1,2,5,2
"4877",2,1,1,4,2
"4900",3,2,2,4,2
"4910",2,2,3,4,2
"4935",1,3,3,4,2
"5009",2,5,3,4,2
"5014",4,1,4,1,2
"5027",3,2,2,4,2
"5035",3,2,3,1,2
"5040",3,1,3,3,2
"5046",2,2,1,2,2
"5047",2,2,1,3,2
"5051",1,3,3,3,2
"5055",2,2,1,2,2
"5066",4,1,4,3,2
"5074",2,3,3,3,2
"5082",1,3,3,2,2
"5090",5,1,4,2,2
"5102",1,3,2,2,2
"5112",1,3,1,2,2
"5116",2,3,1,3,2
"5117",2,1,2,2,2
"5149",2,2,1,3,2
"5169",3,2,3,2,2
"5170",2,1,3,5,2
"5192",2,2,3,4,2
"5195",5,1,4,5,2
"5201",3,1,3,4,2
"5202",3,2,2,3,2
"5226",2,3,3,2,2
"5228",1,2,1,3,2
"5231",4,3,3,2,2
"5232",3,3,2,2,2
"5260",2,2,2,2,2
"5261",2,2,2,2,2
"5276",3,2,3,2,2
"5302",5,1,5,4,2
"5326",4,2,3,2,2
"5336",4,4,2,1,2
"5341",2,2,2,4,2
"5348",5,1,4,4,2
"5351",2,1,3,2,2
"5375",5,1,2,2,2
"5385",3,2,3,3,2
"5389",1,4,1,4,2
"5405",1,3,2,1,2
"5429",3,1,2,2,2
"5434",3,3,3,1,2
"5458",3,5,1,4,2
"5500",2,5,1,4,2
"5510",3,1,3,3,2
"5528",2,1,2,3,2
"5537",1,3,2,3,2
"5566",2,1,3,2,2
"5574",2,2,4,3,2
"5579",2,2,2,2,2
"5587",1,3,4,1,2
"5601",5,1,4,4,2
"5612",3,1,3,3,2
"5630",1,3,2,5,2
"5636",3,1,3,3,2
"5651",2,4,2,3,2
"5668",2,2,1,3,2
"5705",2,2,2,3,2
"5747",3,1,5,4,2
"5762",1,1,3,3,2
"5764",1,2,1,3,2
"5784",2,1,4,0,2
"5822",5,5,5,3,2
"5830",2,1,4,1,2
"5881",2,5,2,5,2
"5895",4,4,1,3,2
"5901",2,2,3,5,2
"5909",3,2,4,5,2
"5928",3,2,1,1,2
"5929",3,2,1,2,2
"5952",2,2,2,3,2
"5957",1,3,1,3,2
"5972",4,3,3,4,2
"5992",3,3,5,1,2
"5994",2,2,5,1,2
"6000",1,3,1,2,2
"6020",5,1,3,4,2
"6025",2,1,3,1,2
"6026",2,2,3,1,2
"6027",1,5,1,1,2
"6051",3,2,2,2,2
"6057",2,2,1,2,2
"6074",2,2,2,2,2
"6085",2,4,3,4,2
"6090",4,3,4,4,2
"6093",2,3,3,3,2
"6110",3,1,1,2,2
"6131",3,1,2,2,2
"6156",5,4,1,3,2
"6160",1,2,2,2,2
"6164",1,4,1,1,2
"6176",2,3,3,1,2
"6197",3,1,2,4,2
"6208",3,1,1,2,2
"6217",2,4,1,2,2
"6222",2,2,1,2,2
"6255",2,1,3,3,2
"3",2,1,1,2,1
"4",1,1,1,1,1
"8",3,1,1,1,1
"35",1,1,1,1,1
"38",2,1,2,2,1
"48",3,1,3,2,1
"49",3,1,1,1,1
"69",2,2,1,1,1
"78",2,1,2,2,1
"91",1,2,1,3,1
"128",2,1,1,3,1
"159",1,2,1,3,1
"166",3,1,1,4,1
"171",1,1,2,3,1
"177",3,1,3,3,1
"185",1,1,2,2,1
"197",4,1,2,2,1
"207",1,1,2,5,1
"208",1,1,1,3,1
"222",2,1,2,4,1
"223",2,2,1,2,1
"224",1,1,1,1,1
"236",2,1,2,1,1
"237",1,1,1,1,1
"246",3,1,1,1,1
"248",1,1,1,2,1
"249",1,1,1,3,1
"274",1,1,1,1,1
"275",1,1,3,1,1
"302",1,1,1,2,1
"308",1,5,3,3,1
"310",1,1,1,1,1
"318",2,3,3,1,1
"321",1,1,1,1,1
"333",3,1,2,1,1
"341",3,2,1,2,1
"351",1,2,1,3,1
"353",1,2,1,2,1
"365",2,1,1,3,1
"380",1,1,1,1,1
"392",1,2,1,2,1
"395",1,1,1,1,1
"396",1,1,1,1,1
"401",1,1,1,3,1
"410",1,1,1,1,1
"428",1,1,1,1,1
"431",1,1,1,1,1
"439",1,1,1,5,1
"453",1,1,1,1,1
"456",1,1,1,1,1
"464",1,2,1,4,1
"466",1,1,3,0,1
"472",1,1,1,1,1
"480",1,1,1,1,1
"502",3,1,1,1,1
"506",4,1,4,2,1
"507",1,1,1,2,1
"522",1,1,1,1,1
"527",2,2,2,4,1
"555",1,2,3,3,1
"565",2,1,1,1,1
"569",2,1,1,1,1
"579",1,2,1,2,1
"609",1,1,1,1,1
"618",1,1,2,3,1
"627",1,2,1,5,1
"639",1,2,1,4,1
"640",2,1,1,2,1
"655",3,1,2,1,1
"659",1,1,1,1,1
"660",1,1,1,1,1
"670",2,1,1,2,1
"671",2,1,1,3,1
"680",2,1,2,2,1
"696",2,1,2,2,1
"697",1,2,2,1,1
"703",2,1,1,1,1
"721",1,1,1,1,1
"731",1,1,3,3,1
"736",2,2,1,2,1
"745",2,1,2,2,1
"751",1,1,1,3,1
"763",2,1,1,3,1
"774",1,1,1,2,1
"780",1,3,1,3,1
"804",1,1,1,1,1
"806",1,1,1,1,1
"807",3,1,2,1,1
"811",2,1,1,1,1
"814",2,1,1,2,1
"817",1,4,2,1,1
"821",1,2,2,3,1
"841",1,1,2,1,1
"842",2,1,1,2,1
"872",1,1,3,3,1
"879",1,1,1,2,1
"885",3,1,1,1,1
"909",3,1,1,3,1
"920",1,1,1,3,1
"921",1,3,1,5,1
"925",1,1,1,5,1
"926",1,1,1,1,1
"929",2,1,2,1,1
"947",4,1,2,1,1
"950",1,1,5,1,1
"952",1,1,1,1,1
"964",1,2,1,3,1
"967",1,1,1,1,1
"978",1,1,1,1,1
"983",2,1,1,1,1
"1002",2,2,1,2,1
"1003",2,1,2,1,1
"1006",1,1,1,1,1
"1010",2,2,1,1,1
"1011",1,1,1,1,1
"1039",1,2,1,4,1
"1047",1,1,1,2,1
"1071",3,3,3,1,1
"1084",1,1,1,1,1
"1099",3,3,2,3,1
"1116",3,3,2,3,1
"1118",1,1,1,1,1
"1137",1,1,1,5,1
"1143",1,2,1,2,1
"1148",1,1,1,2,1
"1168",1,2,1,1,1
"1179",1,2,2,3,1
"1187",1,1,1,3,1
"1191",1,1,1,1,1
"1208",2,1,1,1,1
"1210",3,2,3,4,1
"1212",1,1,2,3,1
"1233",1,1,1,3,1
"1238",1,2,2,1,1
"1246",1,1,1,1,1
"1248",1,1,1,1,1
"1251",2,2,3,1,1
"1262",1,1,1,1,1
"1279",2,1,1,1,1
"1285",1,2,2,2,1
"1287",1,1,1,1,1
"1309",1,1,1,3,1
"1329",1,1,1,1,1
"1346",3,1,3,3,1
"1355",2,1,1,2,1
"1359",1,2,1,1,1
"1436",1,1,1,1,1
"1474",1,1,1,1,1
"1514",1,1,1,3,1
"1522",2,1,1,1,1
"1574",1,1,1,1,1
"1577",2,1,1,1,1
"1580",1,1,1,1,1
"1624",1,1,1,1,1
"1663",4,1,3,3,1
"1684",2,1,1,2,1
"1695",1,1,1,3,1
"1717",1,2,1,1,1
"1736",1,2,1,1,1
"1778",1,1,1,3,1
"1782",1,1,1,1,1
"1812",2,4,2,1,1
"1816",1,1,1,2,1
"1817",1,1,1,1,1
"1826",1,1,1,1,1
"1843",3,1,2,0,1
"1892",1,2,2,2,1
"1905",1,1,1,1,1
"1913",2,1,1,1,1
"1922",1,3,1,1,1
"1931",3,1,2,1,1
"1936",1,1,1,3,1
"1968",2,1,5,1,1
"1971",1,1,1,4,1
"1990",2,1,2,1,1
"1991",2,1,1,1,1
"1996",1,2,3,2,1
"2002",1,1,1,1,1
"2004",2,1,1,1,1
"2005",1,1,2,5,1
"2014",1,1,1,1,1
"2015",1,1,1,2,1
"2050",3,1,2,1,1
"2058",2,1,1,1,1
"2061",1,1,1,1,1
"2067",1,1,1,4,1
"2070",1,2,1,3,1
"2075",1,1,1,5,1
"2077",3,1,1,1,1
"2098",2,1,2,2,1
"2111",5,1,4,5,1
"2115",1,1,1,1,1
"2121",2,1,3,3,1
"2122",1,1,1,2,1
"2123",3,1,2,1,1
"2134",1,2,1,2,1
"2141",1,2,2,1,1
"2147",1,1,1,2,1
"2149",1,3,1,3,1
"2160",3,1,1,1,1
"2161",5,1,3,2,1
"2163",2,1,3,1,1
"2165",2,1,2,2,1
"2176",5,1,3,3,1
"2197",1,1,1,0,1
"2217",1,1,1,1,1
"2223",2,1,1,3,1
"2224",1,1,1,2,1
"2226",1,1,1,1,1
"2242",1,2,1,1,1
"2268",1,1,2,1,1
"2278",1,1,3,1,1
"2287",1,1,1,1,1
"2342",5,1,5,3,1
"2344",1,1,2,1,1
"2351",1,1,1,1,1
"2381",2,1,2,2,1
"2383",1,1,1,1,1
"2387",1,1,1,1,1
"2395",4,3,3,3,1
"2405",1,1,1,1,1
"2412",1,1,1,1,1
"2417",1,1,2,2,1
"2422",1,1,1,1,1
"2427",1,1,1,1,1
"2431",2,2,2,1,1
"2471",1,0,1,0,1
"2473",1,1,1,1,1
"2476",1,1,1,1,1
"2477",1,1,1,3,1
"2480",2,1,1,3,1
"2488",2,1,1,1,1
"2493",1,2,1,3,1
"2494",2,1,2,1,1
"2508",1,3,1,2,1
"2509",2,1,1,1,1
"2511",2,1,1,2,1
"2515",1,1,3,2,1
"2524",1,1,1,1,1
"2529",1,1,1,1,1
"2531",4,1,2,3,1
"2532",3,1,2,2,1
"2533",1,1,1,1,1
"2553",2,3,3,3,1
"2558",1,1,1,1,1
"2592",1,1,5,3,1
"2609",1,1,1,1,1
"2614",2,1,1,3,1
"2616",2,1,2,2,1
"2618",1,3,1,3,1
"2641",1,1,1,3,1
"2650",5,1,4,1,1
"2657",1,1,2,1,1
"2685",1,1,2,1,1
"2700",1,1,1,1,1
"2718",2,1,2,3,1
"2741",4,1,2,1,1
"2745",3,1,1,1,1
"2751",1,3,1,1,1
"2752",2,3,1,3,1
"2754",2,1,2,2,1
"2763",1,1,1,3,1
"2783",1,1,1,1,1
"2794",1,1,1,1,1
"2828",1,2,1,3,1
"2842",4,1,3,0,1
"2848",4,1,1,1,1
"2851",2,1,1,1,1
"2856",1,5,2,3,1
"2861",1,1,1,1,1
"2901",1,2,2,2,1
"2912",1,2,1,2,1
"2930",1,1,1,1,1
"2947",1,1,1,1,1
"2962",2,3,1,1,1
"2966",1,1,1,2,1
"2978",2,1,2,2,1
"2988",1,1,1,1,1
"2998",1,1,1,1,1
"3020",1,1,1,1,1
"3036",1,2,3,2,1
"3044",1,1,1,4,1
"3052",2,3,2,4,1
"3053",1,1,0,1,1
"3054",1,1,2,1,1
"3066",1,1,1,1,1
"3087",2,1,3,1,1
"3092",1,1,1,2,1
"3093",2,1,2,1,1
"3115",1,1,1,1,1
"3117",1,1,2,2,1
"3138",2,1,1,1,1
"3141",1,3,1,1,1
"3153",2,1,1,1,1
"3183",1,3,3,4,1
"3196",1,2,1,3,1
"3217",2,1,1,2,1
"3221",1,1,0,1,1
"3223",2,1,1,2,1
"3234",2,1,2,4,1
"3241",1,4,1,2,1
"3246",1,1,2,4,1
"3262",1,3,1,1,1
"3269",2,1,1,2,1
"3270",1,1,1,1,1
"3272",2,3,1,1,1
"3274",1,1,1,1,1
"3276",1,2,1,2,1
"3278",2,1,1,3,1
"3282",1,1,1,1,1
"3283",2,1,1,1,1
"3287",1,1,1,1,1
"3296",1,2,1,1,1
"3310",3,1,3,3,1
"3313",1,1,1,1,1
"3323",1,1,2,1,1
"3325",1,2,1,2,1
"3326",3,1,1,3,1
"3328",1,1,1,1,1
"3330",2,1,1,1,1
"3331",2,1,2,1,1
"3332",1,1,1,1,1
"3336",1,1,1,1,1
"3340",1,3,1,3,1
"3346",1,1,1,1,1
"3347",1,1,4,1,1
"3361",1,1,1,1,1
"3367",2,1,1,2,1
"3372",1,1,1,1,1
"3380",1,2,1,2,1
"3406",1,1,1,2,1
"3410",2,1,2,3,1
"3428",1,1,1,4,1
"3450",1,1,1,1,1
"3462",1,1,1,1,1
"3470",2,1,2,1,1
"3474",1,2,2,2,1
"3475",1,3,2,3,1
"3479",1,1,2,3,1
"3480",1,1,1,1,1
"3484",2,2,1,3,1
"3489",3,1,2,2,1
"3498",4,2,4,4,1
"3509",1,2,1,3,1
"3519",1,2,2,2,1
"3520",2,1,2,2,1
"3521",2,1,1,4,1
"3527",1,2,1,1,1
"3556",3,2,1,3,1
"3559",3,1,3,1,1
"3563",1,2,2,2,1
"3575",2,1,1,1,1
"3584",1,1,1,1,1
"3587",4,1,3,5,1
"3600",1,1,3,4,1
"3618",1,2,1,0,1
"3623",1,2,2,1,1
"3626",1,1,1,1,1
"3636",1,2,1,2,1
"3652",1,3,2,4,1
"3694",1,1,1,3,1
"3702",1,1,1,1,1
"3732",1,3,1,1,1
"3733",1,1,1,1,1
"3734",2,1,1,3,1
"3737",3,1,2,3,1
"3741",1,1,2,2,1
"3751",3,1,2,2,1
"3752",2,1,1,2,1
"3754",3,1,1,2,1
"3755",1,1,1,1,1
"3756",1,1,0,0,1
"3761",2,1,1,2,1
"3770",1,3,2,3,1
"3775",1,1,1,1,1
"3776",1,1,2,2,1
"3779",1,4,1,1,1
"3780",2,1,2,2,1
"3784",5,1,2,1,1
"3798",1,1,1,1,1
"3806",1,1,1,3,1
"3817",1,1,1,1,1
"3826",1,1,1,1,1
"3827",1,1,1,1,1
"3843",3,1,2,3,1
"3848",1,2,1,3,1
"3851",2,1,2,3,1
"3860",3,1,1,4,1
"3864",1,1,1,1,1
"3867",1,1,2,2,1
"3871",1,1,1,1,1
"3924",1,5,1,0,1
"3958",2,2,3,3,1
"3960",1,1,1,1,1
"3962",1,1,1,1,1
"3969",1,1,1,3,1
"3974",1,1,1,1,1
"3985",1,1,1,3,1
"4028",1,1,1,2,1
"4077",1,3,1,2,1
"4106",3,1,2,2,1
"4107",3,1,3,5,1
"4109",1,1,1,2,1
"4154",1,1,1,1,1
"4162",1,1,1,1,1
"4163",1,1,1,1,1
"4173",1,5,2,4,1
"4174",1,1,1,1,1
"4185",1,1,1,2,1
"4224",1,1,1,4,1
"4275",1,5,5,1,1
"4283",1,1,1,1,1
"4285",3,1,1,3,1
"4304",1,2,1,1,1
"4310",1,1,1,1,1
"4313",1,2,1,1,1
"4325",1,1,1,3,1
"4327",3,1,2,3,1
"4328",3,1,1,4,1
"4336",2,1,1,2,1
"4347",1,1,1,2,1
"4348",1,1,1,1,1
"4353",1,1,2,1,1
"4356",1,1,1,1,1
"4375",1,1,1,3,1
"4387",1,1,1,1,1
"4392",2,1,1,2,1
"4400",1,1,1,1,1
"4418",1,2,1,2,1
"4419",3,1,2,3,1
"4424",2,3,3,2,1
"4425",1,2,1,3,1
"4435",5,5,4,4,1
"4457",3,1,2,1,1
"4458",1,1,2,1,1
"4461",2,1,1,1,1
"4464",1,1,1,1,1
"4465",2,1,2,1,1
"4466",1,1,1,1,1
"4494",1,1,1,3,1
"4499",2,1,2,1,1
"4504",1,4,1,1,1
"4525",1,1,1,1,1
"4526",1,1,1,1,1
"4534",1,1,1,1,1
"4541",1,2,2,2,1
"4546",1,1,1,0,1
"4548",1,1,1,1,1
"4567",1,1,1,1,1
"4577",1,3,1,1,1
"4578",2,1,1,4,1
"4579",1,1,1,5,1
"4580",1,2,1,3,1
"4620",1,1,1,1,1
"4635",1,2,1,2,1
"4641",2,1,1,3,1
"4644",1,1,1,3,1
"4646",4,1,3,3,1
"4672",3,2,3,1,1
"4679",2,1,1,1,1
"4682",2,1,2,1,1
"4683",4,1,3,1,1
"4685",1,1,2,2,1
"4688",3,1,2,3,1
"4696",1,1,1,2,1
"4706",3,3,3,3,1
"4710",1,1,1,3,1
"4711",2,1,1,3,1
"4723",2,1,1,1,1
"4730",3,1,1,1,1
"4752",2,2,1,2,1
"4753",1,1,1,1,1
"4754",1,1,1,1,1
"4756",1,1,1,1,1
"4777",1,2,1,2,1
"4789",1,1,1,1,1
"4811",1,1,3,3,1
"4814",1,1,1,1,1
"4828",1,1,1,1,1
"4829",3,1,2,1,1
"4848",2,1,2,3,1
"4850",1,1,1,1,1
"4868",1,1,2,2,1
"4871",1,1,1,1,1
"4941",1,2,2,3,1
"4961",1,1,1,4,1
"4971",1,4,1,4,1
"4988",1,2,1,2,1
"4989",1,2,1,2,1
"4991",1,1,1,1,1
"5004",1,1,1,1,1
"5005",2,1,3,4,1
"5007",2,1,2,3,1
"5030",1,1,3,2,1
"5033",1,1,1,3,1
"5042",1,3,2,2,1
"5044",2,1,1,3,1
"5052",1,1,1,1,1
"5067",3,1,3,1,1
"5075",1,2,2,2,1
"5083",2,1,3,1,1
"5087",5,5,3,1,1
"5093",1,2,2,1,1
"5097",1,1,1,1,1
"5101",1,2,1,4,1
